1	1000	1	3	5	10	7	5.0E-4	5.0E-4	300.0	100	4	mu0.00333333333333333	650	5.9768221340033385	297.6074363166866	1300.0	5.682431888063015	650.0	6.271212379943683	650.0	min_values	2.1666666666666665	2.1666666666666665	3.0	data_size	1788.5292240247848	1718.2906266435318	1858.76782140604	variance	2.844410519187769	2.0049241621066893	3.6838968762688427	variance2	2.472052601525452	1.631438613617444	3.1393353556238317	min_time_thr	3.821721217571439	3.831907927486032	4.75821896948751	fair_avg	0.9352771868548578	0.951905428146491	0.9260766518902355	fair_min	0.9342662919094075	0.9388383867626003	0.9329939752552253	numnum	298.0	352.0	82573.09925616019	10
1	1000	1	3	5	10	7	5.0E-4	5.0E-4	300.0	100	4	mu0.00333333333333333	650	6.309937213346914	297.6074363166866	1300.0	5.9245692344294945	650.0	6.695305192264361	650.0	min_values	2.6	2.6	2.6	data_size	1911.4820564488755	1818.3580429914257	2004.606069906321	variance	3.3800081892630525	2.2998126621194777	4.460203716406624	variance2	2.8909906904092244	1.8691537061325765	3.6158107163360618	min_time_thr	4.074882624239964	4.082657867741154	4.931796329876937	fair_avg	0.9323052850825996	0.9494408933665504	0.9253593602092436	fair_min	0.926188235815764	0.9488342878647138	0.9122169389603327	numnum	295.0	355.0	82573.09925616019	10
1	1000	1	3	5	10	7	5.0E-4	5.0E-4	300.0	100	4	mu0.00333333333333333	650	6.321791194659987	297.6074363166866	1300.0	5.930665784946554	650.0	6.712916604373435	650.0	min_values	3.25	3.25	3.25	data_size	1911.0808370155476	1800.797438815345	2021.3642352157449	variance	3.6285424918801543	2.635917568654897	4.621167415105397	variance2	3.696407560370379	2.1831802532801463	4.903676695213595	min_time_thr	4.039040019679949	4.051833310233561	4.891305058687562	fair_avg	0.9153393339895312	0.9415574043539847	0.9018615495372777	fair_min	0.9266531658002689	0.9448438017317264	0.9150779167542673	numnum	281.0	369.0	82573.09925616019	10
1	1000	1	3	5	10	7	5.0E-4	5.0E-4	300.0	100	4	mu0.00333333333333333	650	6.329793953730888	297.6074363166866	1300.0	6.022964759673125	650.0	6.63662314778868	650.0	min_values	3.0	3.0	3.25	data_size	1910.6842760680934	1829.4325944833784	1991.9359576528082	variance	3.2376332928800022	2.4382827749301295	4.036983810829864	variance2	2.890759350511694	1.803349317137975	3.789881075233131	min_time_thr	4.057180552300209	4.067486805002312	4.954143941754094	fair_avg	0.9327058237588383	0.9526424584245647	0.9207712141069471	fair_min	0.9297459562544108	0.9459328555071094	0.9183473598756424	numnum	292.0	358.0	82573.09925616019	10
1	1000	1	3	5	10	7	5.0E-4	5.0E-4	300.0	100	4	mu0.00333333333333333	650	6.433348985924268	297.6074363166866	1300.0	6.179995496256712	650.0	6.686702475591851	650.0	min_values	3.25	3.25	3.25	data_size	1946.9804800669447	1876.4310172599216	2017.5299428739706	variance	3.4922035061560774	2.936174001714294	4.048233010597861	variance2	2.736057117663056	1.9189140699678182	3.424824183904827	min_time_thr	4.0879212689054505	4.09437402196165	5.089911632666818	fair_avg	0.9379916855399467	0.9521602127100102	0.928852288167061	fair_min	0.9316774660500228	0.9409582039935263	0.9258910534436368	numnum	302.0	348.0	82573.09925616019	10
1	1000	1	3	5	10	7	5.0E-4	5.0E-4	300.0	100	4	mu0.00333333333333333	650	6.262878152711649	297.6074363166866	1300.0	5.957959708936452	650.0	6.567796596486868	650.0	min_values	3.0	3.25	3.0	data_size	1896.6033298504722	1805.1298442291748	1988.0768154717698	variance	2.9244319458790766	2.2845076833559657	3.5643562084021685	variance2	2.5370877802602965	1.9469852114625812	2.9412398343494384	min_time_thr	3.9881615944704434	4.000831303807404	4.907753068662391	fair_avg	0.9392470450660566	0.948003118821341	0.9361671206777339	fair_min	0.9278577935659651	0.944281353760568	0.9155820265819978	numnum	274.0	376.0	82573.09925616019	10
1	1000	1	3	5	10	7	5.0E-4	5.0E-4	300.0	100	4	mu0.00333333333333333	650	6.19419221021715	297.6074363166866	1300.0	5.935603691171444	650.0	6.452780729262873	650.0	min_values	2.6	2.6	3.25	data_size	1879.5734761916906	1802.1341289964078	1957.0128233869739	variance	2.9666894481178163	2.3149032712605124	3.618475624975115	variance2	2.1453097048082235	1.6769267903486325	2.4799565749033006	min_time_thr	4.186364204395353	4.192623964407722	5.107300743360351	fair_avg	0.9470468146647368	0.9545650714357292	0.9437885284038806	fair_min	0.9453000381446521	0.9456356258747659	0.9471502335751864	numnum	315.0	335.0	82573.09925616019	10
1	1000	1	3	5	10	7	5.0E-4	5.0E-4	300.0	100	4	mu0.00333333333333333	650	6.334366940433578	297.6074363166866	1300.0	6.041522502623276	650.0	6.627211378243911	650.0	min_values	2.7	2.7	2.7	data_size	1923.0361546283073	1860.6300520195311	1985.4422572370834	variance	3.144262846777513	2.5035002926873764	3.785025400867636	variance2	2.9110757104067577	2.1371034721023077	3.513532219198316	min_time_thr	4.162396981701532	4.169437849636782	5.013221211200734	fair_avg	0.9323560647511709	0.9446877844443404	0.9259271407456673	fair_min	0.926002843650579	0.9353844023976767	0.9212553935406306	numnum	314.0	336.0	82573.09925616019	10
1	1000	1	3	5	10	7	5.0E-4	5.0E-4	300.0	100	4	mu0.00333333333333333	650	5.062715543615462	297.6074363166866	1300.0	4.760427195599647	650.0	5.365003891631298	650.0	min_values	2.1666666666666665	2.1666666666666665	2.1666666666666665	data_size	1511.9498019473872	1425.016205382903	1598.8833985118722	variance	2.025850711668995	1.6167162278783938	2.434985195459593	variance2	2.9322673934082393	1.676658133691553	4.005120162432684	min_time_thr	3.076840529422663	3.0780264749849	3.7335719185979825	fair_avg	0.8973416363844721	0.9311103735095481	0.8778494296701018	fair_min	0.9282004367917887	0.9426629239446177	0.9182148224703399	numnum	440.0	210.0	82573.09925616019	10
1	1000	1	3	5	10	7	5.0E-4	5.0E-4	300.0	100	4	mu0.00333333333333333	650	4.781758134518763	297.6074363166866	1300.0	4.492143691922439	650.0	5.071372577115122	650.0	min_values	2.25	2.25	2.25	data_size	1424.4950469079201	1339.074028125934	1509.9160656899064	variance	1.475684704811616	0.9347228134140727	2.0166465962091764	variance2	2.2415631556392794	0.9447351995901888	3.370638060967601	min_time_thr	3.034963504842663	3.04057877120577	3.8726328237130514	fair_avg	0.9107187902950916	0.9552768808999516	0.8841285363504079	fair_min	0.9403707864234117	0.9590071685844842	0.9264111460226641	numnum	406.0	244.0	82573.09925616019	10
