0   ,10002,75.0,33.0              ,2,32
1   ,10002,75.0,22.0              ,2,32
2   ,10006,75.0,22.0              ,0,107
3   ,10000,75.0,11.75             ,0,26
4   ,10002,75.0,11.75             ,2,32
5   ,10001,75.0,15.0              ,1,29
6   ,10004,75.0,22.0              ,1,101
7   ,10002,75.0,22.0              ,2,32
8   ,10004,75.0,22.0              ,1,101
9   ,10001,75.0,15.0              ,1,29
10  ,10000,75.0,22.0              ,0,26
11  ,10000,75.0,22.0              ,0,26
12  ,10002,75.0,22.0              ,2,32
13  ,10000,75.0,22.0              ,0,26
14  ,10006,75.0,8.25              ,0,107
15  ,10001,75.0,16.5              ,1,29
16  ,10003,75.0,15.0              ,1,93
17  ,10006,75.0,16.5              ,0,107
18  ,10002,75.0,11.0              ,2,32
19  ,10006,75.0,16.5              ,0,107
20  ,10006,75.0,16.5              ,0,107
21  ,10003,75.0,11.0              ,1,93
22  ,10004,75.0,16.5              ,1,101
23  ,10000,75.0,11.0              ,0,26
24  ,10000,75.0,22.0              ,0,26
25  ,10002,75.0,11.0              ,2,32
26  ,10002,75.0,11.0              ,2,32
27  ,10003,75.0,33.0              ,1,93
28  ,10000,75.0,22.0              ,0,26
29  ,10006,75.0,11.0              ,0,107
30  ,10000,75.0,22.0              ,0,26
31  ,10001,75.0,11.0              ,1,29
32  ,10001,75.0,22.0              ,1,29
33  ,10006,75.0,11.0              ,0,107
34  ,10001,75.0,15.0              ,1,29
35  ,10003,75.0,11.0              ,1,93
36  ,10006,75.0,47.0              ,0,107
37  ,10003,75.0,15.0              ,1,93
38  ,10003,75.0,15.0              ,1,93
39  ,10004,75.0,15.0              ,1,101
40  ,10003,75.0,15.0              ,1,93
41  ,10003,75.0,15.0              ,1,93
42  ,10004,75.0,16.5              ,1,101
43  ,10002,75.0,11.0              ,2,32
44  ,10002,75.0,22.0              ,2,32
45  ,10000,75.0,7.5               ,0,26
46  ,10002,75.0,22.0              ,2,32
47  ,10002,75.0,22.0              ,2,32
48  ,10005,75.0,11.0              ,2,104
49  ,10005,75.0,11.0              ,2,104
50  ,10001,75.0,9.4               ,1,29
51  ,10003,75.0,22.0              ,1,93
52  ,10003,75.0,11.0              ,1,93
53  ,10006,75.0,11.0              ,0,107
54  ,10001,75.0,15.666666666666666,1,29
55  ,10002,75.0,9.0               ,2,32
56  ,10004,75.0,11.0              ,1,101
57  ,10001,75.0,23.5              ,1,29
58  ,10004,75.0,16.5              ,1,101
59  ,10004,75.0,33.0              ,1,101
60  ,10000,75.0,15.0              ,0,26
61  ,10002,75.0,16.5              ,2,32
62  ,10004,75.0,33.0              ,1,101
63  ,10005,75.0,11.0              ,2,104
64  ,10003,75.0,11.0              ,1,93
65  ,10005,75.0,22.0              ,2,104
66  ,10001,75.0,22.0              ,1,29
67  ,10002,75.0,16.5              ,2,32
68  ,10006,75.0,11.0              ,0,107
69  ,10005,75.0,9.0               ,2,104
70  ,10001,75.0,9.0               ,1,29
71  ,10006,75.0,22.0              ,0,107
72  ,10000,75.0,16.5              ,0,26
73  ,10000,75.0,33.0              ,0,26
74  ,10004,75.0,15.0              ,1,101
75  ,10004,75.0,15.0              ,1,101
76  ,10006,75.0,15.0              ,0,107
77  ,10000,75.0,15.0              ,0,26
78  ,10000,75.0,15.0              ,0,26
79  ,10005,75.0,15.0              ,2,104
80  ,10005,75.0,11.0              ,2,104
81  ,10006,75.0,15.0              ,0,107
82  ,10005,75.0,11.0              ,2,104
83  ,10000,75.0,15.0              ,0,26
84  ,10003,75.0,11.75             ,1,93
85  ,10001,75.0,22.0              ,1,29
86  ,10000,75.0,15.0              ,0,26
87  ,10002,75.0,15.0              ,2,32
88  ,10002,75.0,15.0              ,2,32
89  ,10001,75.0,15.0              ,1,29
90  ,10003,75.0,15.0              ,1,93
91  ,10006,75.0,11.0              ,0,107
92  ,10006,75.0,16.5              ,0,107
93  ,10001,75.0,33.0              ,1,29
94  ,10004,75.0,16.5              ,1,101
95  ,10001,75.0,33.0              ,1,29
96  ,10002,75.0,9.0               ,2,32
97  ,10005,75.0,22.0              ,2,104
98  ,10001,75.0,16.5              ,1,29
99  ,10002,75.0,15.666666666666666,2,32
100 ,10002,75.0,15.666666666666666,2,32
101 ,10006,75.0,15.0              ,0,107
102 ,10002,75.0,11.75             ,2,32
103 ,10002,75.0,11.75             ,2,32
104 ,10001,75.0,9.0               ,1,29
105 ,10002,75.0,15.666666666666666,2,32
106 ,10002,75.0,23.5              ,2,32
107 ,10004,75.0,8.25              ,1,101
108 ,10006,75.0,15.0              ,0,107
109 ,10004,75.0,6.6               ,1,101
110 ,10000,75.0,11.75             ,0,26
111 ,10004,75.0,8.25              ,1,101
112 ,10002,75.0,11.75             ,2,32
113 ,10005,75.0,15.0              ,2,104
114 ,10004,75.0,11.0              ,1,101
115 ,10000,75.0,23.5              ,0,26
116 ,10002,75.0,11.75             ,2,32
117 ,10002,75.0,15.666666666666666,2,32
118 ,10006,75.0,15.0              ,0,107
119 ,10002,75.0,23.5              ,2,32
120 ,10001,75.0,15.0              ,1,29
121 ,10002,75.0,11.0              ,2,32
122 ,10001,75.0,15.0              ,1,29
123 ,10006,75.0,33.0              ,0,107
124 ,10000,75.0,23.5              ,0,26
125 ,10000,75.0,47.0              ,0,26
126 ,10006,75.0,33.0              ,0,107
127 ,10003,75.0,22.0              ,1,93
128 ,10004,75.0,22.0              ,1,101
129 ,10002,75.0,9.0               ,2,32
130 ,10004,75.0,22.0              ,1,101
131 ,10005,75.0,16.5              ,2,104
132 ,10003,75.0,22.0              ,1,93
133 ,10000,75.0,47.0              ,0,26
134 ,10000,75.0,47.0              ,0,26
135 ,10006,75.0,15.0              ,0,107
136 ,10006,75.0,33.0              ,0,107
137 ,10002,75.0,15.0              ,2,32
138 ,10005,75.0,11.0              ,2,104
139 ,10001,75.0,11.0              ,1,29
140 ,10001,75.0,22.0              ,1,29
